Institutions,Date,Title,Subject Area,Journal,Link
"KAIST","2025-08-22","Crude saponin from Korean red ginseng alleviates di(2-ethylhexyl) phthalate-induced urogenital damage via regulating p38 MAPK/NF-κB signaling","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40843017/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-22","Red ginseng extract enhances mitochondrial function and alleviates immunosenescence in T cells","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40843013/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-22","Continuous Biochemical Profiling of the Gastrointestinal Tract Using an Integrated Smart Capsule","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842875/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-22","Amorphous Metal-Organic Framework Database for Amorphization Prediction and CO<sub>2</sub> Direct Air Capture Screening","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842318/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST & POSTECH","2025-08-22","Dual-mode CRISPRa/i for genome-scale metabolic rewiring in Escherichia coli","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842235/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-22","Rectus sheath block provides superior analgesia over quadratus lumborum block in single-port total laparoscopic hysterectomy: a prospective, randomized trial","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842204/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-22","Avidity-Based Capture of PD-L1-Expressing Exosomes via Dendrimer-Peptide Conjugates: A Nanoengineered Platform for Enhanced Prediction of Immunotherapy Response","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40841859/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-22","Increasing lipid accumulation in Chlamydomonas by serial knocking out of DYRKP1 kinase and ADP-glucose pyrophosphorylase","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846950/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SKKU & SNU","2025-08-22","Clinical outcomes of tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma: insights from a single-center study","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40847083/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-22","Value of enhancing capsule for diagnosing hepatocellular carcinoma on MRI: implications for simplifying LI-RADS","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40847079/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-22","Cumulative abdominal obesity exposure and progressive risk of endometrial cancer in young women: a nationwide cohort study","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40847073/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU & Yonsei University","2025-08-22","Impact of anti-osteoporosis medication on refracture prevention following osteoporotic vertebral fracture: a systematic review and meta-analysis","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40846898/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SKKU & SNU","2025-08-22","Optimizing ensemble learning for satellite-based multi-hazard monitoring and susceptibility assessment of landslides, land subsidence, floods, and wildfires","Computer Science","","https://pubmed.ncbi.nlm.nih.gov/40846725/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-22","TSG6 affects anti cancer drug resistance and angiogenesis in 3D spheroid model of canine mammary gland tumor cells","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40846720/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU & Yonsei University","2025-08-22","Prolonging lung cancer response to EGFR inhibition by targeting the selective advantage of resistant cells","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40846697/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-22","Cardiac CT fractal analysis of LV noncompaction and common cardiomyopathies","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846526/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"Yonsei University","2025-08-22","Deep Learning-Based Early Warning Systems in Hospitalized Patients at Risk of Code Blue Events and Length of Stay: Retrospective Real-World Implementation Study","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40845828/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1p9j2Ia0knT7gmGP5yr8TGKmrRRyRQ0oWVA_KWuJa7rtxBZMim&fc=20250822201347&ff=20250824151739&v=2.18.0.post9+e462414"
"Yonsei University","2025-08-22","Combination Therapy With Poly D-L Lactic Acid and Autologous Fat Transplantation for Infraorbital Rejuvenation","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844511/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1p9j2Ia0knT7gmGP5yr8TGKmrRRyRQ0oWVA_KWuJa7rtxBZMim&fc=20250822201347&ff=20250824151739&v=2.18.0.post9+e462414"
"Yonsei University","2025-08-22","Comparison of Pain Perception Between Needle and Cannula Subdermal Injections for PDLLA: A Randomized, Double-Blinded, Split-Injection Study","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844497/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1p9j2Ia0knT7gmGP5yr8TGKmrRRyRQ0oWVA_KWuJa7rtxBZMim&fc=20250822201347&ff=20250824151739&v=2.18.0.post9+e462414"
"SKKU","2025-08-22","Correction: Comparison of bone mineral density changes between denosumab and bisphosphonates in tenofovir-exposed chronic hepatitis B patients with osteoporosis","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40844610/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1-CFTYUQzm9gD46gso3zjzxFxkq73bOFUJwQNLwmd6SldMXg0f&fc=20250822201727&ff=20250824151738&v=2.18.0.post9+e462414"
"SKKU","2025-08-22","Risk of Subsequent Diabetes Mellitus in Stroke Survivors According to Poststroke Disability Status and Stroke Type","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844179/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1-CFTYUQzm9gD46gso3zjzxFxkq73bOFUJwQNLwmd6SldMXg0f&fc=20250822201727&ff=20250824151738&v=2.18.0.post9+e462414"
"POSTECH","2025-08-22","Cryo-EM structures of human OAT1 reveal drug binding and inhibition mechanisms","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845848/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-22","Fate and carbon sequestration potential of sunken macroalgae in coastal oceans from long-term microbial degradation perspective","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842870/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-22","Developmental Hypoxia Enhances Kidney Organoid Complexity and Maturity","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40841925/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Ink based graphene integration into commercial contact lenses","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40847108/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Inability of α-cyclodextrins to accommodate cholesterol potentially underlies their lack of efficacy and ototoxicity in Niemann-Pick disease type C treatment","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40847051/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Expressions of ""Ikizurasa"" in Posts on X (Formerly Twitter) in Japan in 2023: Descriptive Analysis","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845391/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Correction to: Myt1l haploinsufficiency leads to obesity and multifaceted behavioral alterations in mice","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846972/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Comprehensive behavioral phenotyping of male Septin 3-deficient mice reveals task-specific abnormalities","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846958/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","High red blood cell distribution width associated with incident frailty in patients with cardiometabolic diseases: A longitudinal study","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40846767/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Evolutionary drivers of divergent collateral sensitivity responses during antibiotic therapy","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846761/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Interlaboratory validation of an optimized protocol for measuring α-amylase activity by the INFOGEST international research network","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846714/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Just bypass it: mechanisms of DNA damage tolerance","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846547/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Elongation factors regulate the repair of photosystem II oxido-reductively","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40846540/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Identification of toluene degradation genes in Acinetobacter sp. Tol 5","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846514/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Application of a mitigation method for nitrous oxide emission in a full-scale Carrousel reactor: Carbon footprint assessment","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846513/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","The authors reply","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40846407/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Study protocol for a pragmatic randomised controlled trial in Belgian primary care and hospital settings on the effectiveness of an eHealth self-management support programme consisting of pain education and coaching of activity needs in breast cancer survivors with persistent pain: the PECAN trial","Cancer Research","science","https://pubmed.ncbi.nlm.nih.gov/40846340/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Claudin-1 is a mediator and therapeutic target in primary sclerosing cholangitis","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40846184/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Lung transplantation from a 94-year-old donor: a debate on biological versus chronological age","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40846150/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Downregulation of collagen and elastin genes in murine skin following cisplatin and vincristine treatment","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40846140/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Mode of Action Analysis for Mouse Liver Tumor Formation by MGK-264 and Human Relevance","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40846131/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Biophysical mechanisms of spider-silk constituting element-induced stick-slip behavior and hydrogen bond regeneration for high toughness in silk fibers","Materials Science","nature","https://pubmed.ncbi.nlm.nih.gov/40846008/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Ridaifen derivatives function as potent lysosomotropic agents, depending on their basic side chains","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40845958/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Sorbitol-responsive in situ gel improves rat ischemic hearts: Supporting mesenchymal stem cell survival and enhancing paracrine effect","Materials Science","cell","https://pubmed.ncbi.nlm.nih.gov/40845923/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","A novel guiding tool for lumbar puncture with the paramedian approach","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845824/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Shades of green and transformational leadership: Predicting employees' green creativity and green work engagement at work","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845781/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Biased and inflexible interpretations of social situations predict depressive symptoms and relational outcomes in parent-adolescent dyads","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40845759/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Moving minds: strengthening mental health through physiotherapy in low-income settings","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845621/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Impact of gastrectomy for gastric cancer on postoperative bone mineral density loss and fracture risk: A multicenter study","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40845420/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Stochastic model of IP3-induced Ca2+ spiking of HEK293 cells","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40845136/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","European Consensus on Functional Bloating and Abdominal Distension-An ESNM/UEG Recommendations for Clinical Management","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40844856/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Sudden thrombus formation was detected during real-time ultrasound-guided central venous catheter insertion","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844761/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Effects of Peripheral Magnetic Stimulation on Bone Healing After Fractures in Mice","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844719/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Switching to faricimab alleviates persistent subretinal fluid and pigment epithelial detachment in neovascular age-related macular degeneration","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40844677/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Feasibility and efficacy of video-assisted thoracoscopic surgery for the surgical stabilization of rib fractures: a single-center retrospective cohort study","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844620/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Prevalence and Surgical Outcomes of Neuropathic Pain in Degenerative Cervical Myelopathy: A Multicenter Prospective Cohort Study","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844590/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Descending projections from the insular cortex to the lateral parabrachial nucleus facilitate nocifensive behaviors in rats","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40844487/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Letter to Editor on Qureshi et al. Efficacy and Safety of Abemaciclib in Combination with Endocrine Therapy for HR+/HER2- Advanced or Metastatic Breast Cancer a Systematic Review and Meta-Analysis, Am J Clin Oncol, 2025, 48(1)","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40844303/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Recent advances in the inference of deep viral evolutionary history","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844272/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Functional conservation of the non-canonical strigolactone biosynthetic pathway in root parasitic plants","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844049/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Nuclear quantum and H/D isotope effects on hydrogen-bond symmetrization in lithium hydroxide crystals at high pressure","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40844013/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Asymmetric Stress Engineering of Dense Dislocations in Brittle Superconductors for Strong Vortex Pinning","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40843983/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Analysis of Mass Transfer Process in Chinese Cabbage During Cooking With Consideration of Hindrance by Cuticle","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40843940/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Identification of Cancer-Associated Proteins in Colorectal Cancer Using Mass Spectrometry","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40843711/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","A Cancer-Specific Anti-Podocalyxin Monoclonal Antibody (humPcMab-60) Demonstrated Antitumor Efficacy in Pancreatic and Colorectal Cancer Xenograft Models","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40843679/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
